id,key,value,type
606157,source,survey,regular
606160,highway,traffic_signals,regular
606162,highway,traffic_signals,regular
606169,highway,traffic_signals,regular
606296,source,Bing;survey,regular
606310,source,Bing;survey,regular
606316,source,Bing;survey,regular
606327,highway,traffic_signals,regular
606333,highway,crossing,regular
606335,sound,yes,traffic_signals
606340,old_name,West Port,regular
606373,source,Bing;survey,regular
606379,tactile_paving,yes,regular
606401,source,Bing;survey,regular
606424,source,Bing;survey,regular
606447,highway,traffic_signals,regular
606449,source,Bing;survey,regular
609447,highway,traffic_signals,regular
609465,highway,traffic_signals,regular
609479,source,Bing;survey,regular
609483,source,Bing;survey,regular
609491,source,Bing;survey,regular
609524,source,Bing;survey,regular
609540,highway,traffic_signals,regular
609723,highway,traffic_signals,regular
609735,source,Bing;survey,regular
609741,source,Bing;survey,regular
610631,highway,traffic_signals,regular
610662,highway,traffic_signals,regular
610663,highway,traffic_signals,regular
610667,highway,traffic_signals,disused
610676,source,Bing;survey,regular
610688,highway,crossing,regular
610691,cycleway,asl,regular
610692,source,Bing;survey,regular
610698,source,Bing;survey,regular
610714,barrier,bollard,regular
610720,source,Bing;survey,regular
610737,source,Bing;survey,regular
610784,source,Bing;survey,regular
610813,source,Bing;survey,regular
612109,highway,traffic_signals,regular
612116,highway,traffic_signals,regular
612124,highway,traffic_signals,regular
612139,sound,yes,traffic_signals
612151,highway,traffic_signals,regular
612157,highway,traffic_signals,regular
612159,highway,traffic_signals,regular
612160,highway,traffic_signals,regular
612166,highway,traffic_signals,regular
612705,source,Bing;survey,regular
614614,highway,traffic_signals,regular
614620,source,Bing;survey,regular
614632,highway,crossing,regular
615172,highway,mini_roundabout,regular
615179,highway,traffic_signals,regular
615182,highway,crossing,regular
615195,highway,traffic_signals,regular
625409,source,Bing;survey,regular
637486,source,Bing;survey,regular
637505,source,Bing;survey,regular
637613,source,survey,regular
637617,source,Bing;survey,regular
637623,source,Bing;survey,regular
637628,source,Bing;survey,regular
637662,source,Bing;survey,regular
637687,source,Bing;survey,regular
637698,source,Bing;survey,regular
637701,source,Bing;survey,regular
637738,source,Bing;survey,regular
638386,source,Bing;survey,regular
638415,created_by,JOSM,regular
638601,barrier,swing_gate,regular
641618,highway,traffic_signals,regular
645292,direction,forward,traffic_signals
645445,source,Bing;survey,regular
645450,source,Bing;survey,regular
8548548,highway,traffic_signals,regular
13795995,source,Bing;survey,regular
13876448,tactile_paving,yes,regular
13881924,source,Bing;survey,regular
13881927,source,Bing;survey,regular
13881936,direction,backward,traffic_signals
13881945,source,Bing;survey,regular
13882594,train,yes,regular
14005199,highway,traffic_signals,regular
14015492,highway,traffic_signals,regular
14347729,highway,traffic_signals,regular
14348183,highway,traffic_signals,regular
14348217,highway,traffic_signals,regular
14348245,source,Bing;survey,regular
14348246,source,Bing;survey,regular
17898859,wikipedia,en:Edinburgh,regular
20935520,sound,yes,traffic_signals
20935522,highway,traffic_signals,regular
20968522,highway,mini_roundabout,regular
20968532,created_by,JOSM,regular
20968533,created_by,JOSM,regular
20968534,created_by,JOSM,regular
20968535,created_by,JOSM,regular
20968536,created_by,JOSM,regular
20968537,created_by,JOSM,regular
20968538,created_by,JOSM,regular
20968539,created_by,JOSM,regular
20968540,created_by,JOSM,regular
20968541,created_by,JOSM,regular
20968542,created_by,JOSM,regular
21042678,name,EH9 159,regular
21042679,wheelchair,no,regular
21112118,royal_cypher,VR,regular
21113114,highway,crossing,regular
21135031,website,http://www.hopecottage-nur.edin.sch.uk/,regular
21238499,source,Bing;survey,regular
21286207,traffic_calming,table,regular
21306881,wheelchair,yes,regular
21307091,website,http://thedeskhop.co.uk/,regular
21454197,name,Burghmuirhead,regular
21455866,traffic_calming,table,regular
21504122,direction,forward,traffic_signals
21550592,traffic_calming,table,regular
21551382,barrier,bollard,regular
22453441,source,Bing;survey,regular
22453496,highway,turning_circle,regular
22453680,created_by,JOSM,regular
22453741,highway,crossing,regular
22454370,source,Bing;survey,regular
24675784,created_by,JOSM,regular
24881136,place,neighbourhood,regular
24881175,highway,mini_roundabout,regular
24952336,highway,traffic_signals,regular
24952681,name,Edinburgh Quay,regular
24952698,highway,traffic_signals,regular
25284923,source,Bing;survey,regular
25305731,amenity,telephone,regular
25336830,highway,traffic_signals,disused
25337472,highway,traffic_signals,regular
25337477,name,Semple Street,regular
25346760,name,Swany's,regular
25346762,wheelchair,limited,regular
25597277,highway,crossing,regular
25609107,created_by,JOSM,regular
25609112,created_by,JOSM,regular
25609365,source,survey,regular
25634082,source,Bing;survey,regular
26312231,railway,switch,regular
26318292,created_by,JOSM,regular
26351191,railway,switch,regular
26484300,source,Bing;survey,regular
26791703,created_by,YahooApplet 1.0,regular
26791706,created_by,YahooApplet 1.0,regular
26822985,created_by,YahooApplet 1.0,regular
26822991,created_by,YahooApplet 1.0,regular
26982948,created_by,JOSM,regular
28099768,source,Bing;survey,regular
28099773,source,Bing;survey,regular
28099774,source,Bing;survey,regular
29928727,waterway,weir,regular
30367516,foot,yes,regular
30451642,highway,mini_roundabout,regular
30477566,source,Bing;survey,regular
30773696,source,Bing;survey,regular
30796755,source,Bing;survey,regular
31033955,source,survey,regular
31033966,note,The section of the stonwork and the strip of setts on the pavement mark the line of the 16th-century Flodden wall.,regular
31033971,source,local_knowledge,regular
31100858,source,Bing;survey,regular
31209291,wikipedia,"en:Arthur's Seat, Edinburgh",regular
32460059,source,survey,regular
32939782,highway,mini_roundabout,regular
32939783,highway,mini_roundabout,regular
33131372,source,survey,regular
33178814,source,survey,regular
33178929,wheelchair,yes,regular
33178935,amenity,atm,regular
33179012,website,http://www.odeon.co.uk/cinemas/edinburgh_lothian_road/108/,regular
33179113,source,survey,regular
33179114,wheelchair,yes,regular
33179121,website,http://www.tesco.com/store-locator/uk/?bID=5150,regular
33179122,wheelchair,yes,regular
33184984,wheelchair,yes,regular
33185107,wheelchair,no,regular
33214208,source,survey,regular
33628548,source,Bing;survey,regular
33654665,source,survey,regular
33834482,amenity,recycling,regular
33834980,ref,EH10 38,regular
33834981,highway,crossing,regular
33834982,sound,yes,traffic_signals
33835027,created_by,JOSM,regular
33844195,ref,EH11 152,regular
33844217,foot,yes,regular
33847446,created_by,JOSM,regular
33847449,created_by,JOSM,regular
34006100,created_by,JOSM,regular
34006101,created_by,JOSM,regular
34006102,created_by,JOSM,regular
34006103,created_by,JOSM,regular
34006104,created_by,JOSM,regular
34006105,created_by,JOSM,regular
34006106,created_by,JOSM,regular
34006107,step_count,1,regular
34034579,created_by,JOSM,regular
34034580,created_by,JOSM,regular
35232137,source,survey,regular
35784904,place,neighbourhood,regular
35784907,place,neighbourhood,regular
35784908,wikipedia,en:Merchiston,regular
35878093,wikipedia,"en:Newington, Edinburgh",regular
35878096,place,locality,regular
36244125,tourism,artwork,regular
36244127,ref,EH3 245,regular
36315271,highway,crossing,regular
36321162,barrier,gate,regular
36438075,railway,switch,regular
36439029,train,yes,regular
36509208,barrier,gate,regular
36509822,source,Bing;survey,regular
36509831,created_by,JOSM,regular
36567810,royal_cypher,scottish_crown,regular
36573377,royal_cypher,scottish_crown,regular
36581493,source,Bing;survey,regular
36581497,source,survey,regular
36612818,source,survey,regular
37862850,created_by,JOSM,regular
37862855,created_by,JOSM,regular
37862858,created_by,JOSM,regular
37903764,created_by,JOSM,regular
37903766,created_by,JOSM,regular
37903768,created_by,JOSM,regular
37903773,created_by,JOSM,regular
37903776,created_by,JOSM,regular
37903783,created_by,JOSM,regular
37903787,created_by,JOSM,regular
37903791,created_by,JOSM,regular
37903794,created_by,JOSM,regular
37903797,created_by,JOSM,regular
37903871,source,survey,regular
37903879,operator,Cash Zone,regular
37903880,source,Bing;survey,regular
38026748,layer,1,regular
38247763,source,survey,regular
38422763,created_by,JOSM,regular
38901449,ref,EH9 121,regular
39008191,created_by,JOSM,regular
39008197,traffic_calming,hump,regular
39008212,ref,EH16 300,regular
39008216,traffic_calming,hump,regular
39008247,ref,EH16 49,regular
39008251,created_by,JOSM,regular
39008308,highway,traffic_signals,regular
39008313,traffic_calming,hump,regular
39008402,created_by,JOSM,regular
39008419,traffic_calming,hump,regular
39008428,ref,EH16 238,regular
39008432,ref,EH16 356,regular
39008458,traffic_calming,hump,regular
39008480,created_by,JOSM,regular
39008498,created_by,JOSM,regular
39008549,traffic_calming,hump,regular
39008569,created_by,JOSM,regular
39008593,ref,EH16 365,regular
39008631,highway,turning_circle,regular
39008706,created_by,JOSM,regular
39008732,traffic_calming,hump,regular
39008753,traffic_calming,hump,regular
41468790,barrier,gate,regular
41468851,barrier,gate,regular
41483825,source,survey,regular
41483829,source,survey,regular
41483832,source,survey,regular
41483835,source,survey,regular
41483839,source,survey,regular
41483843,source,survey,regular
41483847,source,survey,regular
41483851,website,http://www.theshackedinburgh.co.uk/,regular
41483854,website,http://www.auldhundrededinburgh.com/,regular
41483858,website,https://www.nicholsonspubs.co.uk/restaurants/scotlandandnorthernireland/rosestreetbreweryedinburgh,regular
41483863,source,survey,regular
41483872,wheelchair,yes,regular
42093334,highway,traffic_signals,regular
44551391,wheelchair,no,regular
47203279,created_by,JOSM,regular
48929556,highway,crossing,regular
49323064,highway,crossing,regular
49323066,highway,crossing,regular
49333949,tourism,hotel,regular
50503871,website,http://www.urban-angel.co.uk/,regular
50503874,url,http://www.lagarrigue.co.uk,regular
52306445,ref,EH9 31,regular
52307812,royal_cypher,VR,regular
52681577,ref,EH10 32,regular
52681581,ref,EH10 3,regular
52681585,ref,EH10 52,regular
53849029,royal_cypher,GR,regular
53868600,ref,EH9 161,regular
54535866,source,survey;Bing,regular
54539520,ref,EH9 120,regular
57542915,website,http://www.caferoyaledinburgh.co.uk/,regular
57553916,source,Bing;survey,regular
57629866,source,Bing;survey,regular
59607431,source,Bing;survey,regular
60133881,name,"Robert Fergusson, Scots Poet",regular
60135137,source,Bing;survey,regular
60136971,ref,EH8 68,regular
60137489,source,survey,regular
60246950,amenity,telephone,regular
60247421,royal_cypher,VR,regular
60252556,source,survey,regular
64479449,amenity,post_office,regular
95673613,source,Bing;survey,regular
95677462,source,Bing;survey,regular
95682083,highway,traffic_signals,regular
142020718,created_by,JOSM,regular
142021709,created_by,JOSM,regular
142021716,created_by,JOSM,regular
142021857,created_by,JOSM,regular
142022262,created_by,JOSM,regular
142022266,created_by,JOSM,regular
142022277,name,The Nether Hill,regular
142022326,created_by,JOSM,regular
142030737,wheelchair,no,regular
183296107,source,Bing;survey,regular
183296499,ref,EH8 123,regular
192128603,highway,give_way,regular
206346434,barrier,door,regular
213461462,created_by,JOSM,regular
213461569,created_by,JOSM,regular
213461805,created_by,JOSM,regular
213461905,created_by,JOSM,regular
213461950,created_by,JOSM,regular
213462054,created_by,JOSM,regular
213462060,created_by,JOSM,regular
213462065,created_by,JOSM,regular
213462112,created_by,JOSM,regular
213462199,created_by,JOSM,regular
213462215,created_by,JOSM,regular
213462281,created_by,JOSM,regular
213462339,created_by,JOSM,regular
213462346,created_by,JOSM,regular
213462428,created_by,JOSM,regular
213462432,created_by,JOSM,regular
213462441,created_by,JOSM,regular
213462448,created_by,JOSM,regular
213462452,created_by,JOSM,regular
213462455,created_by,JOSM,regular
213462545,created_by,JOSM,regular
213462588,created_by,JOSM,regular
213462595,created_by,JOSM,regular
213462715,created_by,JOSM,regular
213462802,created_by,JOSM,regular
213462806,created_by,JOSM,regular
213462808,created_by,JOSM,regular
228453267,created_by,JOSM,regular
240871105,amenity,telephone,regular
240888741,source,Bing;survey,regular
240932855,source,NLS_OS_Edinburgh_map_1893;Bing;survey,regular
240932878,source,NLS_OS_Edinburgh_map_1893;Bing;survey,regular
240932916,source,NLS_OS_Edinburgh_map_1893;Bing;survey,regular
240932919,source,NLS_OS_Edinburgh_map_1893;Bing;survey,regular
240932927,source,NLS_OS_Edinburgh_map_1893;Bing;survey,regular
240932933,source,NLS_OS_Edinburgh_map_1893;Bing;survey,regular
240932952,source,survey,regular
240933017,source,NLS_OS_Edinburgh_map_1893;Bing;survey,regular
240933050,source,Bing;survey,regular
240940302,source,Bing;survey,regular
240979873,source,survey,regular
240979876,source,survey,regular
241029583,created_by,JOSM,regular
242258119,source,Bing;survey,regular
243664976,created_by,JOSM,regular
243664999,created_by,JOSM,regular
243665001,created_by,JOSM,regular
244008304,source,Bing;survey,regular
244008305,source,Bing;survey,regular
246227526,source,survey,regular
247786378,source,survey,regular
248464243,source,survey,regular
248480012,ref,EH4 214,regular
248480014,tourism,hotel,regular
248494319,waterway,weir,regular
248497841,place,suburb,regular
248585831,name,Saint Bernard's Well,regular
248681867,website,https://www.facebook.com/TheDogHouseEdinburgh,regular
249412821,source,NLS_OS_Edinburgh_map_1940s;survey,regular
249472506,ref,EH3 77,regular
249496021,ref,EH4 150,regular
249496023,ref,EH4 92D,regular
249496025,source,Bing;survey,regular
249496035,created_by,JOSM,regular
249504084,source,survey,regular
249504432,source,Bing;survey,regular
249504433,source,Bing;survey,regular
249591619,source,survey,regular
249592273,source,survey,regular
249966952,source,survey;Bing,regular
249966953,ref,EH11 185,regular
249966954,wheelchair,yes,regular
249966964,source,Bing;survey,regular
249966965,wheelchair,yes,regular
249966970,covered,no,regular
249966992,royal_cypher,scottish_crown,regular
249966994,source,Bing;survey,regular
249967006,source,Bing;survey,regular
249967008,amenity,toilets,regular
249967009,ref,EH1 19,regular
249967014,website,http://www.theinnonthemile.co.uk/,regular
249967039,note,Entrance to St James shopping,regular
249967044,covered,no,regular
250234762,source,survey,regular
250234763,website,http://www.nationwide.co.uk/,regular
250351299,website,http://www.motherindia.co.uk/,regular
250392491,source,Bing;survey,regular
250413823,source,Bing;survey,regular
250567336,ref,EH8 445,regular
250755048,source,survey,regular
251105771,source,survey,regular
251105772,source,survey,regular
251126336,highway,crossing,regular
251385453,highway,crossing,regular
251385711,highway,crossing,regular
251386392,highway,crossing,regular
251814091,direction,forward,traffic_signals
251814230,traffic_calming,hump,regular
251814236,traffic_calming,hump,regular
251817652,highway,crossing,regular
254350692,wheelchair,yes,regular
254671904,source,Bing;survey,regular
254938324,barrier,bollard,regular
254940414,highway,mini_roundabout,regular
255467663,source,survey,regular
255467664,ref,EH11 70,regular
255689027,source,survey,regular
255760161,wheelchair,limited,regular
257548750,amenity,parking,regular
257549802,highway,turning_circle,regular
257551094,source,survey,regular
258016781,wikipedia,en:Greyfriars Bobby,regular
258022769,natural,peak,regular
258022770,note,The name of a well known cleft (nick) in the cliff.,regular
258022771,name,Camstane Quarrys,regular
258022772,natural,mud,regular
258022773,tourism,attraction,regular
258022774,name,The Hawse,regular
258022775,natural,peak,regular
258022778,name,Samson's Ribs,regular
258022782,natural,spring,regular
258022783,natural,spring,regular
258022784,created_by,JOSM,regular
258022788,created_by,JOSM,regular
258022792,created_by,JOSM,regular
258022798,created_by,JOSM,regular
258022801,name,South Quarry,regular
258369414,source,Bing;survey,regular
258369451,source,Bing;survey,regular
258370105,source,survey,regular
258370263,covered,no,regular
258370328,created_by,Potlatch 0.8a,regular
258451558,capacity,6,regular
258451888,capacity,4,regular
258452315,source,survey,regular
258452635,source,survey,regular
258452650,operator,CEC,regular
258454691,source,survey,regular
258455238,capacity,8,regular
258455356,operator,James Gillespie Primary School,regular
258455494,source,Bing;survey,regular
258455497,capacity,4,regular
258455546,capacity,4,regular
258455753,source,Bing;survey,regular
258455895,source,survey,regular
258456350,source,survey,regular
258456846,source,Bing;survey,regular
258456858,source,Survey,regular
258457557,amenity,bicycle_parking,regular
258457825,covered,no,regular
258458189,source,survey,regular
258458993,amenity,bicycle_parking,regular
258459059,capacity,4,regular
258459496,source,survey,regular
258459611,source,survey,regular
258460131,capacity,6,regular
258750130,source,survey,regular
258750151,source,survey,regular
258750152,covered,no,regular
258750154,source,survey,regular
258750155,source,survey,regular
258830389,source,Bing;survey,regular
259768548,capacity,14,regular
259768607,operator,CEC,regular
259768608,operator,City of Edinburgh Council,regular
259849725,created_by,JOSM,regular
259858191,amenity,toilets,regular
259859157,created_by,JOSM,regular
259860021,tourism,viewpoint,regular
260380163,capacity,4,regular
260380176,capacity,4,regular
261042778,wheelchair,yes,regular
261702223,barrier,gate,regular
261702272,source,Bing;survey,regular
261702336,source,Bing;survey,regular
262362524,source,survey,regular
262362525,created_by,JOSM,regular
262658594,source,Bing;survey,regular
264129708,source,survey,regular
268408103,wheelchair,no,regular
269529033,source,survey;Bing,regular
276406765,website,http://www.victorhugodeli.com/,regular
276410016,source,survey,regular
276950317,website,http://www.tsb.co.uk/,regular
277540412,source,Bing;survey,regular
279852158,covered,no,regular
279852182,capacity,4,regular
279852541,source,survey,regular
279852745,source,survey,regular
279856668,amenity,bicycle_parking,regular
279856732,source,survey,regular
279856825,source,survey,regular
279856985,source,survey,regular
279857510,source,survey,regular
279857615,source,survey,regular
283038444,amenity,telephone,regular
283038445,source,survey,regular
283038446,source,survey,regular
283038448,source,survey,regular
283043744,barrier,gate,regular
287145744,capacity,24,regular
287145812,capacity,12,regular
287241912,source,survey,regular
287434176,source,Bing;survey,regular
287772442,foot,yes,regular
287772591,barrier,gate,regular
287843774,amenity,atm,regular
287843827,name,Santander,regular
287844058,source,survey,regular
287844347,source,survey,regular
287848425,wikipedia,en:Marchmont,regular
287848589,wikipedia,en:Sciennes,regular
287944999,wikipedia,"en:The Grange, Edinburgh",regular
289037073,source,Bing;survey,regular
289040328,source,Bing;survey,regular
289342812,barrier,gate,regular
289343842,source,survey,regular
289343929,shop,supermarket,regular
289345266,created_by,Potlatch 0.10b,regular
289600492,operator,tesco,regular
289607334,entrance,yes,regular
289608616,wikipedia,en:Bruntsfield,regular
289788249,source,Bing;survey,regular
289788394,source,Bing;survey,regular
289788680,source,Bing;survey,regular
289788905,source,Bing;survey,regular
290954288,capacity,36,regular
290956072,barrier,gate,regular
290956143,source,Bing;survey,regular
290956211,created_by,Potlatch 0.10b,regular
290956735,source,Bing;survey,regular
291207545,created_by,Potlatch 0.10b,regular
291214494,wikipedia,en:Talbot Rice Gallery,regular
291264282,operator,NCP,regular
291580326,source,Bing;survey,regular
291781285,source,Bing;survey,regular
291782407,source,Bing;survey,regular
291787094,source,Bing;survey,regular
291788765,source,Bing;survey,regular
291788851,barrier,gate,regular
291789122,natural,tree,regular
291791884,source,Bing;survey,regular
291993025,place,neighbourhood,regular
292213523,ref,EH11 133,regular
292214400,ref,EH4 108,regular
293355375,barrier,bollard,regular
294996938,barrier,gate,regular
297676004,natural,tree,regular
297676249,note,approximate capacity,regular
297676338,amenity,bicycle_parking,regular
297676995,created_by,Potlatch 0.10b,regular
299050825,source,survey,regular
299051396,natural,tree,regular
299053694,source,Bing;survey,regular
299443142,created_by,Potlatch 0.10b,regular
299443340,highway,crossing,regular
299443538,created_by,Potlatch 0.10b,regular
299445430,source,survey,regular
300955851,source,Bing;survey,regular
301090437,cyclestreets_id,26823,regular
301352078,source,Bing;survey,regular
303022689,entrance,yes,regular
303022809,recycling_type,container,regular
303023256,capacity,4,regular
307349597,highway,traffic_signals,regular
310396789,ref,EH10 83,regular
312469791,ref,EH3 73,regular
312682150,source,survey,regular
312682158,covered,no,regular
314714869,uk_postcode_centroid,EH2,regular
314715152,uk_postcode_centroid,EH8,regular
314715153,uk_postcode_centroid,EH9,regular
314715211,uk_postcode_centroid,EH3,regular
319517883,name,John Leslie,regular
322064154,wheelchair,limited,regular
322064657,name,BP Petrol Station,regular
322777306,website,http://www.thecambridgebar.co.uk/,regular
322777437,website,http://www.oxfordbar.co.uk/,regular
324367948,created_by,Potlatch 0.10f,regular
324367999,ref,EH9 63,regular
324368460,website,http://www.omnicarepharmacy.co.uk/,regular
332018785,website,http://www.margiotta.co.uk/,regular
332018958,highway,crossing,regular
332019094,highway,crossing,regular
332019136,highway,crossing,regular
332019162,highway,crossing,regular
343095004,street,Morrison Circus,addr
343095006,street,Morrison Circus,addr
343361356,source,Bing;survey,regular
344161130,source,survey,regular
344206688,barrier,bollard,regular
345251451,website,https://montebar.wordpress.com/,regular
359024561,source,survey,regular
361266226,religion,muslim,regular
364058873,ref,EH8 41,regular
364120462,ref,EH1 81,regular
364121427,ref,EH1 40,disused
366190517,wheelchair,yes,regular
366190731,shop,convenience,regular
366190899,name,The Nile Valley,regular
366190908,takeaway,yes,regular
366190930,website,http://sylvestersedinburgh.co.uk,regular
366190942,wheelchair,limited,regular
366190983,wheelchair,no,regular
366191000,wheelchair,yes,regular
366191034,wheelchair,limited,regular
366191060,wheelchair,no,regular
366191100,source,survey,regular
366191581,website,http://www.blackmed.co.uk/,regular
366191857,source,survey,regular
366191902,website,https://twitter.com/EdinSocialPub,regular
366192004,source,survey,regular
367085451,twitter,polwarthtavern,regular
367085453,website,http://www.goldenruleedinburgh.co.uk/,regular
367085455,source,survey,regular
367085460,wheelchair,yes,regular
368877704,wheelchair,yes,regular
368877709,ref,EH3 53,regular
368877712,covered,no,regular
368877716,website,http://www.montpeliersedinburgh.co.uk/,regular
368894475,amenity,atm,regular
368894482,operator,Alliance & Leicester,regular
386059519,website,http://www.rightmedicinepharmacy.co.uk/,regular
386059799,website,https://grangemedicalgroup.com/,regular
386060566,source,survey,regular
386060851,source,survey,regular
386061507,website,http://marchmontpharmacy.co.uk/,regular
386061572,source,survey,regular
386062497,amenity,arts_centre,regular
418637537,source,survey,regular
418637797,source,survey,regular
433719423,source,survey,regular
433719424,website,http://www.brooksedinburgh.com/,regular
440797698,source,survey,regular
442541429,source,survey,regular
442541430,source,survey,regular
442615638,source,Bing;survey,regular
443034406,source,survey,regular
443416327,website,http://www.boots.com/en/Store-Locator/Boots-Edinburgh-101-103-Princes-Street/,regular
443851378,recycling_type,container,regular
443851392,ref,EH10 244,regular
444742617,wheelchair,no,regular
444778133,wheelchair,yes,regular
444778134,amenity,atm,regular
444778139,source,Bing;survey,regular
444778140,website,http://www.katiesdiner.com/,regular
444778142,website,http://www.osteriadeltempoperso.co.uk/,regular
446392392,ref,EH2 80,regular
446392393,royal_cypher,scottish_crown,regular
446392394,royal_cypher,scottish_crown,regular
446392395,royal_cypher,scottish_crown,regular
446392396,postal_code,EH2 2EY,regular
446392402,highway,crossing,regular
446759697,wheelchair,yes,regular
448296176,website,http://www.hoppo.com/,regular
448296177,tourism,hostel,regular
452616226,wheelchair,limited,regular
465737020,name,Spanish Civil War Memorial,regular
474025625,note,more of a pub than a bar since food is served. Open to non students.,regular
474049045,source,survey,regular
477273588,wheelchair,yes,regular
477273589,wheelchair,yes,regular
477273664,barrier,gate,regular
480768533,source,survey,regular
482354915,amenity,recycling,regular
482369027,source,survey,regular
482379477,source,survey,regular
482429334,website,http://www.bankofscotland.co.uk/,regular
482432721,website,http://www.bennetsbar.co.uk/,regular
482447264,amenity,telephone,regular
482448777,source,survey,regular
482451217,source,survey,regular
482451725,website,http://www.gurubaltirestaurant.com/,regular
482452170,source,survey,regular
482452571,source,survey,regular
482452961,wheelchair,limited,regular
483034256,source,survey,regular
483035255,source,survey,regular
483035296,source,local_knowledge;survey,regular
483035644,website,http://www.kingfisheredinburgh.co.uk/,regular
483043342,name,Opium,regular
483044126,wheelchair,limited,regular
483045947,name,Three Sisters,regular
493402397,wikipedia,en:Merchiston Tower,regular
494980828,highway,crossing,regular
496104644,source,survey,regular
496104645,source,survey,regular
496832240,wheelchair,no,regular
496844192,amenity,bench,regular
496954872,source,survey,regular
496954884,source,survey,regular
498040616,name,The Wrap Place,regular
498040629,wheelchair,limited,regular
499990271,website,http://www.aroma-cafe.net/,regular
499990285,source,survey,regular
499991519,website,http://dovecotstudios.com/,regular
499991667,website,http://www.redfortedinburgh.co.uk/,regular
499991674,website,http://www.spoonedinburgh.co.uk/,regular
499991675,source,survey,regular
499991676,name,Kebab Mahal,regular
499991706,wheelchair,yes,regular
499991810,website,http://www.palmyrapizza.co.uk/,regular
499991856,source,survey,regular
499992022,name,Ba Get Stuffed,regular
499993261,website,http://www.lasal.co.uk/,regular
499993818,wheelchair,yes,regular
499994018,wifi,no,regular
499994245,website,http://www.harajukukitchen.co.uk/,regular
499994305,source,survey,regular
499994322,website,http://www.apartmentrestaurant.com/,regular
499994540,operator,Bank of Scotland,regular
499994547,tourism,hotel,regular
499994553,website,http://www.linkshoteledinburgh.co.uk/,regular
499994617,name,Cafe Grande,regular
499994688,website,http://www.falko.co.uk/,regular
500271714,highway,turning_circle,regular
500274154,source,Bing;survey,regular
500274788,ref,EH9 153,regular
500307727,source,Bing;survey,regular
501896800,highway,traffic_signals,regular
502110205,source,Bing;survey,regular
502528386,source,naptan_import;survey,regular
502529365,source,naptan_import;survey,regular
502529370,source,naptan_import,regular
502529424,source,naptan_import;survey,regular
502529428,source,naptan_import;survey,regular
502529432,source,naptan_import;survey,regular
502529435,source,naptan_import;survey,regular
502529439,source,naptan_import;survey,regular
502529444,source,naptan_import;survey,regular
502529839,source,naptan_import;survey,regular
502529843,source,naptan_import;survey,regular
502529846,source,naptan_import;survey,regular
502529849,source,naptan_import/survey,regular
502529850,source,naptan_import,regular
502529857,source,naptan_import;survey,regular
502529862,source,naptan_import;survey,regular
502529865,source,naptan_import;survey,regular
502529869,source,naptan_import,regular
502529873,source,naptan_import;survey,regular
502529877,source,naptan_import;survey,regular
502529881,source,naptan_import;survey,regular
502529889,source,naptan_import;survey,regular
502529893,source,naptan_import,regular
502529897,source,naptan_import;survey,regular
502529899,source,naptan_import;survey,regular
502529904,source,naptan_import;survey,regular
502529908,source,naptan_import,regular
502529912,source,naptan_import;survey,regular
502529916,source,naptan_import;survey,regular
502529920,source,naptan_import;survey,regular
502529924,source,naptan_import;survey,regular
502529929,source,naptan_import; survey,regular
502529933,source,naptan_import,regular
502529937,source,naptan_import;survey,regular
502529940,source,naptan_import,regular
502529944,source,naptan_import;survey,regular
502530450,source,naptan_import,regular
502530454,source,naptan_import;survey,regular
502530456,source,naptan_import;survey,regular
502530460,source,naptan_import;survey,regular
502530464,source,naptan_import;survey,regular
502530467,source,naptan_import;survey,regular
502530488,source,naptan_import;survey,regular
502530669,source,naptan_import;survey,regular
502530680,source,naptan_import;survey,regular
502530686,source,naptan_import;survey,regular
502530944,source,naptan_import;survey,regular
502530948,shelter,yes,regular
502530952,source,naptan_import;survey,regular
502530959,source,naptan_import;survey,regular
502530963,source,naptan_import;survey,regular
502531208,source,naptan_import,regular
502531237,source,naptan_import,regular
502531242,source,naptan_import,regular
502531246,source,naptan_import,regular
502531251,source,naptan_import; survey,regular
502531259,source,naptan_import;survey,regular
502531282,source,naptan_import;survey,regular
502531285,source,naptan_import,regular
502531287,source,naptan_import;survey,regular
502531288,source,naptan_import;survey,regular
502531293,source,naptan_import,regular
502531297,source,naptan_import,regular
502531312,source,naptan_import;survey,regular
502531318,source,naptan_import;survey,regular
502531323,source,naptan_import,regular
502531329,source,naptan_import; survey,regular
502531333,source,naptan_import;survey,regular
502531336,source,naptan_import,regular
502531340,source,naptan_import,regular
502531345,source,naptan_import,regular
502531350,source,naptan_import,regular
502531354,source,naptan_import,regular
502531360,source,naptan_import,regular
502531366,source,naptan_import;survey,regular
502531371,source,naptan_import;survey,regular
502531375,source,naptan_import;survey,regular
502531379,source,naptan_import,regular
502531383,source,naptan_import;survey,regular
502531388,source,naptan_import;survey,regular
502531390,source,naptan_import;survey,regular
502531394,source,naptan_import;survey,regular
502531398,source,naptan_import;survey,regular
502531402,source,naptan_import;survey,regular
502531425,source,naptan_import;survey,regular
502531428,source,naptan_import;survey,regular
502531432,source,naptan_import;survey,regular
502531436,source,naptan_import;survey,regular
502531439,source,naptan_import;survey,regular
502531443,source,naptan_import;survey,regular
502531448,source,naptan_import;survey,regular
502531452,source,naptan_import;survey,regular
502531455,source,naptan_import;survey,regular
502531458,source,naptan_import; survey,regular
502531460,source,naptan_import,regular
502531462,source,naptan_import,regular
502531464,source,naptan_import;survey,regular
502531468,source,naptan_import;survey,regular
